Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Emergency_Contact_Ext
S05543,Patty Jenkins,2016-01-21,Grade 2,+16499959327,262
S05544,Michael Benjamin Dds,2010-09-07,Grade 5,+16965123704,4524
S05545,Lindsey Miller,2017-05-09,Grade 3,+14387289228,88927
S05546,Brian Faulkner,2014-04-08,Grade 3,+14393530820,-
S05547,Jessica Porter,2015-04-21,Grade 3,+14645089924,6778
S05548,Jennifer Jones,2007-04-20,Grade 3,-,-
S05549,April Francis,2009-12-25,Grade 2,+16467345957,-
S05550,Sarah Cruz,2009-03-15,Grade 4,+18747327330,-
S05551,Jeffrey Wells,2012-08-18,Grade 5,+17069299781,8300
S05552,Paige Cook,2015-08-01,Grade 5,+14096480376,32253
S05553,Erica Hoffman,2015-08-20,Grade 4,+18306201601,-
S05554,Laura Fox,2009-12-03,Grade 3,+15568639241,-
S05555,Timothy Welch,2008-01-19,Grade 5,+18577049383,-
S05556,Laura Norton,2016-01-17,Grade 5,+13084242379,609
S05557,Mary Whitney,2019-02-07,Grade 4,+18679119608,6719
S05558,Sean Haynes,2007-03-22,Grade 5,+14785742344,-
S05559,Andrea Brown,2016-08-25,Grade 4,+18939990673,-
S05560,Alexander Riggs,2017-08-31,Grade 2,+12973744883,24183
S05561,Angel Castro,2016-05-07,Grade 5,+12933710108,9224
S05562,Christopher Everett,2010-11-18,Grade 1,+14447132640,284
S05563,Richard White,2007-01-25,Grade 3,+18185569563,43887
S05564,Wesley Schwartz,2013-06-09,Grade 2,+12734816488,16345
S05565,Angela Green,2014-04-05,Grade 4,+15984067543,13564
S05566,Angela Shaw,2010-12-02,Grade 5,+14365679183,7705
S05567,Wendy Armstrong,2008-03-29,Grade 5,+14123803966,04185
S05568,Ana Foster,2018-03-03,Grade 3,+18045171543,-
S05569,Timothy Wright,2010-06-19,Grade 3,+14117148479,-
S05570,Andrew Anderson,2011-10-16,Grade 1,+14947272808,4020
S05571,Pamela Sutton,2012-12-31,Grade 1,+19187527046,-
S05572,Michael Buchanan,2008-12-15,Grade 4,+12623028132,30623
S05573,Maria Dixon,2014-01-11,Grade 5,+13955327951,-
S05574,Christopher Wilson,2011-09-10,Grade 1,+13288337710,94440
S05575,Kyle Yoder,2009-02-05,Grade 1,+18697114293,07491
S05576,Jesse Stevens,2006-12-29,Grade 4,+14143686855,-
S05577,Christina Rowe,2007-07-15,Grade 4,+15302152354,-
S05578,Javier Vincent,2018-11-18,Grade 3,+16167213153,9165
S05579,Christopher Adams,2006-09-07,Grade 1,+18619583914,0212
S05580,Shannon Perez,2016-06-04,Grade 3,+14874172229,12328
S05581,Lonnie Atkins,2006-04-18,Grade 4,+17427329509,-
S05582,Ryan Baldwin,2014-02-10,Grade 1,-,-
S05583,Stephen Bradley,2015-04-15,Grade 5,+13225342279,-
S05584,Dana Edwards,2015-12-12,Grade 2,+16857379637,863
S05585,Reginald Carter,2011-02-07,Grade 1,-,-
S05586,Stephanie Moore,2009-05-28,Grade 4,+17815933871,9390
S05587,Karen Harvey,2015-06-01,Grade 3,+15538441013,-
S05588,Christopher Glenn,2017-12-27,Grade 2,+17198537175,6996
S05589,Jose Faulkner,2018-08-25,Grade 1,+18974675760,4432
S05590,Hailey Scott,2012-06-05,Grade 1,+18735772829,571
S05591,Sarah Dunn,2010-04-23,Grade 1,+18563515692,-
S05592,Elizabeth Jones Md,2007-03-12,Grade 1,+15312592039,-
S05593,Ashley Stephenson,2006-12-22,Grade 4,+13618426291,-
S05594,Morgan Savage,2008-09-19,Grade 5,+14378764871,-
S05595,Andrew Henry,2017-07-09,Grade 2,+14103897836,2327
S05596,George Maldonado,2015-04-18,Grade 5,+16132829093,4686
S05597,Heather Becker,2012-06-29,Grade 2,+16635266036,7585
S05598,Chad Ho,2018-02-08,Grade 1,+14839332338,-
S05599,Samantha Dalton,2016-04-20,Grade 2,+15459709989,-
S05600,Jennifer Martin,2017-03-18,Grade 5,+19834999408,500
S05601,Alvin Dyer,2017-08-22,Grade 2,+13416913911,1717
S05602,Brandi Lee,2017-10-18,Grade 5,+12939511713,-
S05603,Donald Calderon,2017-01-26,Grade 4,-,-
S05604,Steven Jennings,2008-04-14,Grade 5,+15992750340,3764
S05605,Craig Armstrong,2006-10-31,Grade 2,+14859537616,-
S05606,Jennifer Christian,2017-09-26,Grade 5,+18069577897,88808
S05607,Brittany Estrada,2013-06-21,Grade 3,+12164300118,-
S05608,Sheena Conrad,2007-10-25,Grade 1,+15346102627,18998
S05609,Greg Hawkins,2010-07-17,Grade 3,+18902626895,6254
S05610,Steven Ramos,2017-04-17,Grade 2,-,-
S05611,Mark Murray,2010-06-23,Grade 2,+13478809146,-
S05612,Amanda Stevenson,2013-07-09,Grade 4,+17942983657,-
S05613,Douglas Flores,2018-01-02,Grade 4,+14125127516,-
S05614,Jesse English,2010-03-10,Grade 2,+19362256971,-
S05615,Sean Long,2009-11-27,Grade 1,+15846953567,-
S05616,Rebecca White,2018-11-23,Grade 5,+16387788990,9807
S05617,Jerry Conrad,2010-09-28,Grade 2,+14962755343,69207
S05618,Mary Moon,2006-06-17,Grade 5,+14046418742,-
S05619,John Frye,2015-10-03,Grade 2,+13877745374,014
S05620,Paul Anderson,2008-10-16,Grade 5,+17485932152,-
S05621,Aaron Dennis,2015-09-24,Grade 3,+12927379088,-
S05622,Anita Green,2010-09-25,Grade 3,+16983475692,6484
S05623,Tonya Stone,2018-10-12,Grade 5,+12404000748,-
S05624,Marcus Ortiz,2010-11-02,Grade 3,+12335019510,-
S05625,Chad Henry,2014-11-04,Grade 4,+15357943849,-
S05626,Steven Thompson,2017-09-16,Grade 2,-,-
S05627,Bradley Lamb,2011-05-31,Grade 2,+18809637591,-
S05628,Elizabeth Chen,2017-08-05,Grade 5,+17896663673,-
S05629,Jill Ross,2007-01-30,Grade 1,+13935758544,736
S05630,Anthony Nichols,2015-01-12,Grade 3,+19567637538,-
S05631,Alyssa Davis,2009-01-16,Grade 5,+16836005889,876
S05632,Maria Brown,2018-12-29,Grade 4,+18017655511,81234
S05633,Linda Howard,2012-02-21,Grade 2,+18829544460,34440
S05634,Stefanie Sheppard,2017-02-01,Grade 1,-,-
S05635,Nicole Smith,2013-03-31,Grade 5,+16392673437,55570
S05636,Steven Mills,2012-08-27,Grade 2,+13565190623,-
S05637,Jonathan Cooper,2011-08-17,Grade 5,+12105385530,-
S05638,Leslie Miles,2017-01-21,Grade 4,+15847538608,657
S05639,John Salazar,2011-10-16,Grade 3,+13504666758,-
S05640,Jodi Rodriguez,2011-06-28,Grade 2,+13256572505,-
S05641,Amanda Chambers,2013-04-14,Grade 3,+18625823688,-
S05642,Mrs. Amanda Ellis Md,2012-01-26,Grade 3,+18808095123,-
S05643,Jonathan Gillespie,2017-08-27,Grade 5,+15424162383,3121
S05644,Patricia Page,2011-02-09,Grade 3,+16709110465,601
S05645,Andrew Perez,2009-02-01,Grade 1,+12588652632,-
S05646,Stephanie Martinez,2007-09-22,Grade 3,+14975373303,6446
S05647,Jonathan Mora,2007-01-03,Grade 4,+17905052766,-
S05648,April Le,2011-09-24,Grade 2,+15859800957,54974
S05649,Alicia Fernandez,2010-08-14,Grade 2,+17123331139,01887
S05650,Nicholas Beck Md,2016-11-25,Grade 1,+14655480545,274
S05651,Cheryl Thomas,2009-07-10,Grade 2,+13112331133,4847
S05652,Jennifer Ruiz,2012-11-20,Grade 4,+18018791357,287
S05653,Jeffrey Hodge,2014-09-04,Grade 5,+19877140445,5069
S05654,Kevin Hull,2016-12-12,Grade 1,+13284875710,8592
S05655,Earl Petty,2007-01-25,Grade 1,+14637661764,17432
S05656,John Lee,2016-02-24,Grade 3,+15276029434,-
S05657,Catherine Curtis,2018-03-01,Grade 5,+16568936982,7421
S05658,Christopher Holt,2015-12-21,Grade 3,+12959151103,-
S05659,Kristi Holt,2015-04-26,Grade 1,+17645108498,-
S05660,Carrie Bauer,2009-04-19,Grade 2,+12665494702,49865
S05661,Christine Brown,2019-01-13,Grade 5,+15176552544,5557
S05662,Stephen Schroeder,2009-10-13,Grade 1,+15598057000,-
S05663,Karina Moore,2007-06-15,Grade 2,+14279037528,6583
S05664,Christopher Robinson,2009-04-06,Grade 5,+17948734250,0010
S05665,Heather Patterson,2019-01-17,Grade 5,+15856826567,85365
S05666,Pamela Pierce,2007-07-27,Grade 1,+17923508427,23061
S05667,Karen Hunter,2011-11-09,Grade 5,+15548946313,-
S05668,Daniel Marshall,2007-07-16,Grade 1,+14005022798,9938
S05669,Monica Evans,2008-05-28,Grade 3,+16386974288,-
S05670,Brent Miller,2006-12-05,Grade 5,+18866880174,5515
S05671,Matthew Calderon,2012-12-03,Grade 2,+12597727021,6139
S05672,Gregory Lewis,2009-06-05,Grade 1,+14446460363,-
S05673,Derek Rodriguez,2006-11-10,Grade 2,+16245466637,19490
S05674,Melody Swanson,2008-01-05,Grade 2,+19443207608,-
S05675,Mary Nash,2016-01-14,Grade 5,+17612378215,024
S05676,Dwayne Parker,2008-10-30,Grade 2,+18634269809,5252
S05677,Danielle Clark,2013-07-13,Grade 1,+17152171249,64812
S05678,Sheryl Weber,2008-07-12,Grade 3,-,-
S05679,Nathan Oneill,2006-12-09,Grade 4,+19247092983,-
S05680,Mr. George Murphy,2006-11-05,Grade 4,+19984464016,2738
S05681,Gina Stone,2006-04-28,Grade 5,+13409881087,-
S05682,Jason Bailey,2018-02-27,Grade 4,+13977465593,452
S05683,Stacie Jimenez,2011-08-09,Grade 5,+15579953381,-
S05684,Terrence Jones,2009-07-24,Grade 5,+13882592521,-
S05685,Karen Lee,2014-12-21,Grade 3,+12038263760,-
S05686,Thomas Dixon,2011-03-18,Grade 1,+19833445927,34592
S05687,Douglas Taylor,2007-10-17,Grade 3,+15733807265,-
S05688,Anthony Graham,2011-08-06,Grade 2,+17149828024,-
S05689,Vincent Lloyd,2013-09-04,Grade 5,+19387043467,1712
S05690,Nathan Kane,2013-05-25,Grade 3,+18454069189,732
S05691,Theresa Booth Dds,2013-06-05,Grade 3,+18212530340,530
S05692,Mary Rodriguez,2008-04-12,Grade 1,+18308759332,883
S05693,Timothy Peterson,2011-10-08,Grade 1,+13177135965,77537
S05694,Maria Lopez,2014-11-14,Grade 2,+17202919494,-
S05695,Bryan Frederick,2015-09-10,Grade 4,+18946664545,1857
S05696,Robert Lee,2006-09-01,Grade 2,+18685251008,68768
S05697,Rebecca Rice,2013-09-03,Grade 4,+15836177168,-
S05698,Kenneth Torres,2006-03-11,Grade 2,+15803158484,-
S05699,Felicia Singleton,2007-02-18,Grade 3,+18955581112,776
S05700,Shawn Jones,2007-01-16,Grade 3,+18862532997,73425
S05701,Laura Garcia,2018-12-11,Grade 2,+13464436020,-
S05702,Joseph Miller,2007-11-14,Grade 2,+17135086116,7131
S05703,Antonio Garcia,2012-05-05,Grade 1,+19755390898,-
S05704,Ruth Giles,2016-04-03,Grade 1,+14849332649,-
S05705,Brian Thomas,2006-09-30,Grade 1,+19979733882,-
S05706,Carly Wong,2017-12-24,Grade 1,+16615207527,-
S05707,Roger Smith,2012-02-10,Grade 1,+16796808469,0854
S05708,James Wagner Dvm,2008-03-08,Grade 3,+15775711854,87368
S05709,Clinton Brown,2010-12-29,Grade 5,+17456910297,00538
S05710,Colleen Hurst,2007-07-23,Grade 1,+19027103517,1699
S05711,Jay Moore,2006-10-31,Grade 5,+18034919678,-
S05712,Christian Edwards,2009-08-01,Grade 3,+15676318817,5454
S05713,Elizabeth Reynolds,2008-07-09,Grade 3,+18505365198,970
S05714,Elizabeth Simmons,2009-03-22,Grade 2,+12504525732,1216
S05715,Lisa Nguyen,2008-02-09,Grade 2,+18246611437,-
S05716,Tamara Moore,2008-04-16,Grade 1,+13295603628,52293
S05717,Christopher Sheppard,2009-06-28,Grade 2,+17324982666,-
S05718,Cody Best,2010-12-15,Grade 5,+14459764205,-
S05719,Harry Whitehead,2014-05-19,Grade 5,+12163708185,-
S05720,Dawn Byrd,2016-10-26,Grade 2,+18413738617,56323
S05721,Mary Marshall,2011-10-14,Grade 2,+13906590522,51825
S05722,Sherry Brown,2011-06-24,Grade 4,+17176344831,469
S05723,Brandy Hart,2013-06-04,Grade 5,+19983628014,-
S05724,Joseph Schultz,2013-03-03,Grade 4,+17225648960,78428
S05725,Nicole Singh,2010-02-18,Grade 2,+14358502814,9121
S05726,Larry Lee,2010-12-18,Grade 2,+19119651976,869
S05727,Richard Evans,2014-09-05,Grade 4,+12118169718,349
S05728,Kelly Benitez,2017-01-25,Grade 2,+18168555597,4132
S05729,Kelly Norris Dds,2009-02-18,Grade 1,+19685040611,-
S05730,Lauren Mills,2014-07-30,Grade 5,+19624649156,655
S05731,Andrew Smith,2012-04-30,Grade 2,+14299535478,09544
S05732,Nicholas Trevino,2015-10-07,Grade 2,+15982386216,141
S05733,Alex Smith,2007-11-13,Grade 3,+12773423550,68110
S05734,Christina Bailey,2006-12-05,Grade 2,+16512542146,2990
S05735,Melissa Long,2012-02-02,Grade 2,+14569206249,7801
S05736,Ian Cameron,2015-11-09,Grade 4,+18962228007,7444
S05737,Brian Norman,2012-11-28,Grade 4,+17514152374,57680
S05738,Jeffrey Ford,2015-10-18,Grade 4,+14796592345,233
S05739,Jason Harrison,2018-06-19,Grade 4,+18465926709,9910
S05740,Ashley Flynn,2018-07-18,Grade 2,+15276514547,4951
S05741,Amanda Anderson,2017-06-16,Grade 2,-,-
S05742,Benjamin Berger,2011-12-31,Grade 5,+12276226084,504
S05743,Joshua Frazier,2007-05-21,Grade 3,+16878155597,33369
S05744,Jessica Roy,2011-07-03,Grade 1,+18283518262,-
S05745,Adam Knight,2015-07-11,Grade 3,+19098150188,-
S05746,Timothy Torres,2006-10-11,Grade 4,+13162745958,-
S05747,Jeffery Day,2017-01-14,Grade 3,+13863311951,185
S05748,Christopher Kent,2010-07-30,Grade 2,+17095688869,-
S05749,Erin Hendrix,2009-08-16,Grade 1,+19567906941,61368
S05750,Kayla Washington,2008-09-03,Grade 5,+12105779135,6613
S05751,Laura Parker,2013-08-25,Grade 1,+18755463249,266
S05752,Paul Dixon,2010-06-02,Grade 2,+17096334692,-
S05753,Lisa Jones,2013-04-26,Grade 5,+17303309478,-
S05754,Jerry Watson,2010-02-21,Grade 2,+17492961471,4887
S05755,Kimberly Parker,2008-01-22,Grade 1,+17319417577,-
S05756,Michael Pratt,2019-02-15,Grade 1,+14785683790,-
S05757,Anne Summers,2009-12-19,Grade 3,+17818149561,-
S05758,Robert Cole,2014-10-10,Grade 5,+15168565868,-
S05759,Stephanie Park,2015-12-23,Grade 3,+16809041542,6489
S05760,Lisa Bolton,2009-07-12,Grade 1,+13656142926,08508
S05761,Tracey Decker,2017-03-09,Grade 1,+12976038398,-
S05762,Anthony Benitez,2017-11-16,Grade 2,+18722543240,-
S05763,Steven Stone,2018-05-01,Grade 2,+15344107142,9030
S05764,Erin Ortiz,2017-09-23,Grade 5,+14387470441,9732
S05765,Jessica Burns,2010-02-11,Grade 3,+17957445167,636
S05766,Amy Callahan,2007-05-04,Grade 4,+15934222573,519
S05767,Nicholas White,2012-09-11,Grade 5,+16064380351,-
S05768,Eric Dyer,2013-08-05,Grade 2,+17983489192,-
S05769,David Smith,2016-12-15,Grade 5,-,-
S05770,Linda Thompson,2015-01-05,Grade 3,-,-
S05771,Nathan Mann,2017-05-23,Grade 1,+16658175475,8577
S05772,Cynthia Smith,2016-12-15,Grade 4,+14377556391,-
S05773,Tina Hernandez,2014-05-28,Grade 5,+19572772156,-
S05774,Jenna Smith,2016-08-14,Grade 1,+17126170728,0163
S05775,Elizabeth Miller,2016-03-09,Grade 4,+15793099551,266
S05776,Julie Santos,2009-12-24,Grade 4,+18928111508,99919
S05777,Mrs. Debbie Woodard Dds,2011-07-22,Grade 2,+13635648238,48798
S05778,Kurt Walker,2007-03-31,Grade 2,+16532592018,-
S05779,Benjamin Lloyd,2013-11-03,Grade 3,+18086059795,3497
S05780,Kevin Smith,2014-03-11,Grade 1,+12407673585,3861
S05781,Chad Jackson,2010-12-03,Grade 4,+17536529933,-
S05782,David Eaton,2012-07-12,Grade 2,+12466951647,920
S05783,Megan Burnett,2017-06-23,Grade 3,+13269134579,-
S05784,Robert Davis,2017-01-27,Grade 5,+13994605860,548
S05785,Melanie Paul,2018-07-03,Grade 4,+14199885378,-
S05786,John Owen,2012-01-07,Grade 2,+19395721514,23441
S05787,Mr. Cameron Browning,2010-01-29,Grade 1,+13064058793,359
S05788,Craig Rivera,2016-11-03,Grade 3,+12052921878,-
S05789,Brittany Richardson,2008-06-18,Grade 5,+14524013845,816
S05790,William Austin,2008-08-21,Grade 5,+12018921943,443
S05791,Robert Carter,2008-01-25,Grade 1,+16495103823,-
S05792,Emily Ibarra,2007-05-13,Grade 3,+14016105440,8415
S05793,Travis Norton,2010-12-08,Grade 1,+16364667176,-
S05794,Leslie Porter,2011-07-15,Grade 1,+16612623593,4681
S05795,Bruce Smith,2008-09-06,Grade 1,+14107656342,81034
S05796,Robin Kirk,2009-03-13,Grade 5,+18942532838,809
S05797,Brianna Smith,2011-11-23,Grade 4,+14007728343,-
S05798,Ryan Perez,2006-10-26,Grade 2,+12712179332,0709
S05799,Anthony Rogers,2010-03-20,Grade 2,+19605174587,33520
S05800,Susan Foster,2006-09-08,Grade 2,+17919641341,147
S05801,Pamela Cochran Md,2018-12-25,Grade 2,+15124927701,-
S05802,Samuel Chavez,2015-03-18,Grade 3,+15205375381,45514
S05803,Alexis Wood,2006-08-28,Grade 4,+17302862636,4122
S05804,Margaret Turner,2014-07-30,Grade 4,+17165963619,-
S05805,Paul Smith,2010-05-11,Grade 1,+16314220351,-
S05806,Rachel Sanchez Dds,2016-04-26,Grade 2,+18978422467,-
S05807,Andrew Clark,2019-02-08,Grade 2,+12916425235,9971
S05808,Lisa Holmes,2013-11-10,Grade 4,+15909807865,-
S05809,Renee Garcia,2012-10-16,Grade 5,+17099788717,211
S05810,Mia Montoya,2016-06-06,Grade 2,+14157100123,-
S05811,Julia Gibson,2011-03-28,Grade 1,+16062903405,6628
S05812,James Jones,2009-08-20,Grade 3,+13902207280,-
S05813,Christine Carrillo,2006-12-25,Grade 4,+14364724939,-
S05814,Raymond Clay,2017-03-08,Grade 4,+13514091263,453
S05815,Elizabeth Johnson,2007-11-28,Grade 3,+14727665915,95795
S05816,Corey Nguyen,2013-11-29,Grade 3,+16063509676,-
S05817,Morgan Shaffer,2014-08-24,Grade 3,+14432129213,-
S05818,Devin Ruiz,2012-04-10,Grade 3,+19576171910,410
S05819,Catherine Wright,2009-11-09,Grade 4,+19456973627,55587
S05820,Ashley Barber,2011-03-26,Grade 5,+13036325045,01076
S05821,Justin Floyd,2012-05-09,Grade 1,+19592595329,-
S05822,David Santana,2006-11-18,Grade 1,+14247341393,267
S05823,David White,2017-08-15,Grade 1,+16453045311,061
S05824,Robert Campbell,2018-05-04,Grade 2,+18352215027,-
S05825,Christopher Mcdonald,2014-08-27,Grade 2,+17364079931,284
S05826,Ethan Riley,2009-07-19,Grade 4,+14587678072,-
S05827,Brent Chase,2016-01-06,Grade 5,+15122650520,-
S05828,Jorge Figueroa,2009-08-10,Grade 5,+18083283069,-
S05829,Jason Gallegos,2014-10-05,Grade 5,-,-
S05830,Eddie Stewart,2017-02-19,Grade 5,+19139020313,-
S05831,Kelly Williams,2016-12-30,Grade 3,+18474421437,-
S05832,Jessica Allen,2018-12-12,Grade 4,+15786639193,-
S05833,Shawna Price,2010-05-09,Grade 5,+17752944286,-
S05834,Leslie Garner,2015-06-17,Grade 2,+18417920064,8142
S05835,Mark Hayes,2007-12-16,Grade 2,+16623317353,880
S05836,Tina Jensen,2010-07-12,Grade 1,+16377634867,2498
S05837,Steven Johnson,2007-05-27,Grade 1,+15108461767,-
S05838,Gregory Gonzales,2012-10-01,Grade 1,+17989275595,8249
S05839,Sierra Brown,2009-04-21,Grade 1,+15359750809,-
S05840,William Porter,2016-01-11,Grade 4,+12997956739,6289
S05841,Nathan Christian,2009-06-17,Grade 1,+17345126540,371
S05842,Daniel Reynolds,2006-06-18,Grade 4,+19049940072,88116
S05843,Karen Walker,2015-02-23,Grade 3,+15952108925,796
S05844,Timothy Garcia,2017-03-21,Grade 3,+12976595437,-
S05845,Brooke Scott,2013-11-25,Grade 5,-,-
S05846,Brett Brown,2014-11-17,Grade 2,+13806565597,246
S05847,Erica Alvarez,2006-08-19,Grade 4,+14225813030,-
S05848,Wendy Walker,2010-01-18,Grade 4,+17174852993,2238
S05849,Christopher Rodgers,2017-12-17,Grade 4,+16143478191,25375
S05850,Amanda Hall,2018-10-17,Grade 4,+15146103873,-
S05851,Jonathan Zavala,2009-01-07,Grade 4,+18995457560,-
S05852,Kristin Reid,2016-04-03,Grade 1,+16414889695,-
S05853,Jill Taylor,2010-03-14,Grade 1,-,-
S05854,Matthew Moses,2013-10-27,Grade 1,+18144448533,765
S05855,Sharon Rich,2010-04-21,Grade 3,+12376623349,-
S05856,Heather Benjamin,2016-05-18,Grade 1,+19985603906,2119
S05857,Amanda Reynolds,2015-06-17,Grade 3,+13192386224,-
S05858,Rodney Gay,2017-08-21,Grade 2,+14235308288,-
S05859,Holly Carroll,2009-03-17,Grade 5,+16169867004,158
S05860,William Haas,2018-04-10,Grade 2,+19786052206,006
S05861,Stephen Duran,2018-06-11,Grade 1,+14774204537,86638
S05862,Dr. Michael Wright,2008-11-05,Grade 1,+14428207687,350
S05863,Zachary Garcia,2012-03-24,Grade 2,+15648423842,-
S05864,Matthew Byrd,2016-05-21,Grade 1,+12113786484,6840
S05865,Raymond Douglas,2007-06-28,Grade 5,+13764883186,19168
S05866,Elizabeth Roberts,2013-09-14,Grade 5,+18747784064,-
S05867,Katelyn Thompson,2015-08-23,Grade 5,+17016810202,04871
S05868,Denise Olson,2006-09-03,Grade 4,+18207859558,6554
S05869,William Hunt,2018-02-12,Grade 2,+15897442816,-
S05870,Mrs. Denise Hays,2006-07-22,Grade 3,+15199511806,-
S05871,Heather Brown,2012-03-10,Grade 4,+14853598175,25569
S05872,Thomas Ward,2013-12-06,Grade 1,+18476112337,-
S05873,Benjamin George,2007-03-21,Grade 5,+12354824969,60384
S05874,Destiny Patterson,2007-08-06,Grade 4,+12294369875,-
S05875,Margaret Pollard,2014-09-25,Grade 5,+15004069251,-
S05876,Chelsea Powell,2007-10-24,Grade 3,+12993921681,59587
S05877,Abigail Bowen,2016-03-05,Grade 3,+19173445940,-
S05878,George Payne,2012-08-02,Grade 4,+18969344608,2147
S05879,Joseph Luna,2016-01-28,Grade 1,+14479901681,-
S05880,Bruce Harmon,2011-06-01,Grade 4,+18522491869,-
S05881,Damon Williams,2006-12-21,Grade 1,+15776392446,932
S05882,Adam Campbell,2011-07-26,Grade 2,+14658016684,55973
S05883,Ashley Hawkins,2007-12-06,Grade 2,+16232178650,-
S05884,Jamie Martin,2017-08-04,Grade 4,+14653968759,89957
S05885,Matthew Copeland,2014-04-25,Grade 3,+19873705040,6573
S05886,Whitney Rowland,2014-11-18,Grade 1,+19862774552,-
S05887,Kathy Lawson,2007-02-05,Grade 5,+12915333374,-
S05888,Rachel Aguilar,2014-07-24,Grade 1,+13513983749,-
S05889,Victoria White,2013-06-20,Grade 5,-,-
S05890,Derek Humphrey,2012-04-27,Grade 4,+18926695877,62919
S05891,Amber Gomez,2016-07-11,Grade 5,+19002916754,-
S05892,Scott Mendez,2011-04-27,Grade 1,+18949078527,618
S05893,Ronald Reilly,2011-08-05,Grade 4,+12035673652,0080
S05894,Deborah Franklin,2006-09-20,Grade 5,+19338780548,5465
S05895,Michael Weeks,2007-06-17,Grade 3,+19509158455,3760
S05896,Brian Harris,2012-08-18,Grade 3,+19954324390,860
S05897,Ryan Bennett,2014-05-30,Grade 1,+18575612944,-
S05898,Joshua Sims,2015-03-28,Grade 4,+18018372746,-
S05899,Anthony Johnson,2007-02-12,Grade 2,-,-
S05900,Nicole Cross,2009-02-05,Grade 5,+13507479622,489
S05901,Mr. James Washington Dvm,2013-07-07,Grade 1,+18307149643,5395
S05902,Andrea Anderson,2016-05-11,Grade 2,+12805489759,3813
S05903,Albert Evans,2006-06-09,Grade 5,+14079076583,14474
S05904,Matthew Beltran,2006-10-30,Grade 4,+17848849850,85674
S05905,Donald Morrison,2017-03-14,Grade 1,+17898993667,-
S05906,Thomas Simpson,2008-02-29,Grade 4,+12206280776,361
S05907,David Parker,2014-06-23,Grade 4,-,-
S05908,Bradley Lopez,2012-12-19,Grade 2,+17058552432,-
S05909,Sarah Franklin,2009-10-11,Grade 3,+13864686402,-
S05910,Douglas Spears,2007-12-12,Grade 5,+19227736578,75791
S05911,Diamond Mata,2016-12-17,Grade 1,+18498879180,1854
S05912,Carlos Thomas,2011-12-26,Grade 3,+13503576005,76025
S05913,Angela Ortega,2015-08-26,Grade 5,+16107738589,8126
S05914,Logan Christensen,2013-06-09,Grade 4,+16098862430,30883
S05915,Alexandra Sawyer,2010-08-28,Grade 2,+13584274676,8484
S05916,Scott Watkins,2019-02-15,Grade 2,+14428816711,-
S05917,Jose Zamora,2009-12-15,Grade 2,+19045266859,8702
S05918,Mr. Ricky Robinson,2012-05-15,Grade 1,+16897687155,7568
S05919,Cody Anderson,2016-07-03,Grade 3,+18055654255,88175
S05920,Michael Strickland,2012-01-02,Grade 4,+16316483986,41697
S05921,Mikayla Prince,2016-09-05,Grade 3,+17585893664,012
S05922,Angel Miller,2011-01-06,Grade 1,+14886815455,94253
S05923,Miss Jill Ryan,2007-08-31,Grade 1,-,-
S05924,Denise Evans,2014-07-15,Grade 3,+17768713830,00287
S05925,Clinton Wallace,2006-06-29,Grade 5,+19495903554,26414
S05926,Nicole Pittman,2008-10-10,Grade 3,+13768396243,4361
S05927,Cynthia Perez,2014-10-16,Grade 4,+18366819960,-
S05928,Matthew Mitchell,2019-01-14,Grade 1,+12312203725,592
S05929,Natasha Turner,2007-08-18,Grade 3,+13612738180,-
S05930,Andrew Page,2018-12-24,Grade 1,+16943701713,-
S05931,Jennifer Robbins,2018-12-30,Grade 4,+18324944961,-
S05932,Matthew Jackson,2008-07-18,Grade 5,+18894055847,275
S05933,Keith Hernandez,2012-07-27,Grade 2,+12856490861,-
S05934,Whitney Alvarado,2010-03-10,Grade 2,+13726088257,57092
S05935,Ryan Morrow,2018-02-02,Grade 1,+17892245876,-
S05936,Kathryn Smith,2006-08-21,Grade 1,+19288653854,706
S05937,Henry Decker,2010-10-27,Grade 5,+14822327369,-
S05938,Phillip Rivera,2006-08-30,Grade 2,+15335930590,37235
S05939,Brian Moore,2017-02-26,Grade 5,+17858450616,94939
S05940,Jacob Martin,2016-10-06,Grade 3,+12599236866,-
S05941,William Owens,2007-12-12,Grade 1,+19816973564,-
S05942,Tonya Jimenez,2007-08-02,Grade 1,+14379380117,1717
S05943,Stephen Torres,2015-05-11,Grade 4,+18796980431,-
S05944,William Stevens,2008-11-30,Grade 2,+14092199270,-
S05945,Albert Wiley,2018-09-17,Grade 4,+15769461737,8131
S05946,Jessica Lewis,2012-12-08,Grade 3,+18322456451,-
S05947,Alexander Conner,2007-07-14,Grade 4,+16967214270,3555
S05948,Michael Franklin,2006-12-12,Grade 2,+17983389857,-
S05949,Kimberly Gross,2007-10-25,Grade 3,+13357114602,637
S05950,Melinda Jones,2018-11-03,Grade 3,+17389759385,7411
S05951,Randy Tanner,2008-05-03,Grade 2,+16797805051,-
S05952,Melissa Watts,2009-08-23,Grade 3,+12074264171,2263
S05953,David Moore,2007-08-09,Grade 5,+17036048357,652
S05954,Christopher Anderson,2007-04-12,Grade 4,+19445981849,719
S05955,Jimmy Ramirez,2016-12-24,Grade 1,+19104296097,239
S05956,Allison Boone,2015-02-27,Grade 3,+13778503580,-
